"actor_name","title","length","film_groups"
"Kirsten Paltrow","Encino Elf",143,"Gr2"
"Kirsten Paltrow","Flash Wars",123,"Gr2"
"Kirsten Paltrow","Hanover Galaxy",47,"less 60 min"
"Kirsten Paltrow","Home Pity",185,"BGr3"
"Kirsten Paltrow","Honey Ties",84,"GR1"
"Kirsten Paltrow","Kill Brotherhood",54,"less 60 min"
"Kirsten Paltrow","Ladybugs Armageddon",113,"GR1"
"Kirsten Paltrow","Lord Arizona",108,"GR1"
"Kirsten Paltrow","Pinocchio Simon",103,"GR1"
"Kirsten Paltrow","Pluto Oleander",84,"GR1"
"Kirsten Paltrow","Prix Undefeated",115,"GR1"
"Kirsten Paltrow","Pulp Beverly",89,"GR1"
"Kirsten Paltrow","River Outlaw",149,"Gr2"
"Kirsten Paltrow","Road Roxanne",158,"Gr2"
"Kirsten Paltrow","Silverado Goldfinger",74,"GR1"
"Kirsten Paltrow","Sleeping Suspects",129,"Gr2"
"Kirsten Paltrow","Thief Pelican",135,"Gr2"
"Kirsten Paltrow","Titans Jerk",91,"GR1"
"Kirsten Paltrow","Unbreakable Karate",62,"GR1"
"Kirsten Paltrow","Won Dares",105,"GR1"
"Elvis Marx","Alabama Devil",114,"GR1"
"Elvis Marx","Anaconda Confessions",92,"GR1"
"Elvis Marx","Barefoot Manchurian",129,"Gr2"
"Elvis Marx","Borrowers Bedazzled",63,"GR1"
"Elvis Marx","Caddyshack Jedi",52,"less 60 min"
"Elvis Marx","Chitty Lock",107,"GR1"
"Elvis Marx","Evolution Alter",174,"Gr2"
"Elvis Marx","Expecations Natural",138,"Gr2"
"Elvis Marx","Gangs Pride",185,"BGr3"
"Elvis Marx","Goodfellas Salute",56,"less 60 min"
"Elvis Marx","Hobbit Alien",157,"Gr2"
"Elvis Marx","Hook Chariots",49,"less 60 min"
"Elvis Marx","Jericho Mulan",171,"Gr2"
"Elvis Marx","Jumping Wrath",74,"GR1"
"Elvis Marx","Kentuckian Giant",169,"Gr2"
"Elvis Marx","Lovely Jingle",65,"GR1"
"Elvis Marx","Motions Details",166,"Gr2"
"Elvis Marx","Odds Boogie",48,"less 60 min"
"Elvis Marx","Outlaw Hanky",148,"Gr2"
"Elvis Marx","Polish Brooklyn",61,"GR1"
"Elvis Marx","Right Cranes",153,"Gr2"
"Elvis Marx","Roof Champion",101,"GR1"
"Elvis Marx","Seattle Expecations",110,"GR1"
"Elvis Marx","Sky Miracle",132,"Gr2"
"Elvis Marx","Trojan Tomorrow",52,"less 60 min"
"Elvis Marx","Waterfront Deliverance",61,"GR1"
"Sandra Kilmer","Agent Truman",169,"Gr2"
"Sandra Kilmer","Artist Coldblooded",170,"Gr2"
"Sandra Kilmer","Blackout Private",85,"GR1"
"Sandra Kilmer","Bull Shawshank",125,"Gr2"
"Sandra Kilmer","Candidate Perdition",70,"GR1"
"Sandra Kilmer","Candles Grapes",135,"Gr2"
"Sandra Kilmer","Cassidy Wyoming",61,"GR1"
"Sandra Kilmer","Darn Forrester",185,"BGr3"
"Sandra Kilmer","Destiny Saturday",56,"less 60 min"
"Sandra Kilmer","Divide Monster",68,"GR1"
"Sandra Kilmer","Driver Annie",159,"Gr2"
"Sandra Kilmer","Goldmine Tycoon",153,"Gr2"
"Sandra Kilmer","Gorgeous Bingo",108,"GR1"
"Sandra Kilmer","Hellfighters Sierra",75,"GR1"
"Sandra Kilmer","Hocus Frida",141,"Gr2"
"Sandra Kilmer","Hotel Happiness",181,"BGr3"
"Sandra Kilmer","Identity Lover",119,"GR1"
"Sandra Kilmer","Jumping Wrath",74,"GR1"
"Sandra Kilmer","Lovely Jingle",65,"GR1"
"Sandra Kilmer","Magnolia Forrester",171,"Gr2"
"Sandra Kilmer","Oleander Clue",161,"Gr2"
"Sandra Kilmer","Oz Liaisons",85,"GR1"
"Sandra Kilmer","Personal Ladybugs",118,"GR1"
"Sandra Kilmer","Poseidon Forever",159,"Gr2"
"Sandra Kilmer","Savannah Town",84,"GR1"
"Sandra Kilmer","Shakespeare Saddle",60,NULL
"Sandra Kilmer","Sleeping Suspects",129,"Gr2"
"Sandra Kilmer","Sons Interview",184,"BGr3"
"Sandra Kilmer","Speed Suit",124,"Gr2"
"Sandra Kilmer","Splendor Patton",134,"Gr2"
"Sandra Kilmer","State Wasteland",113,"GR1"
"Sandra Kilmer","Stranger Strangers",139,"Gr2"
"Sandra Kilmer","Streak Ridgemont",132,"Gr2"
"Sandra Kilmer","Streetcar Intentions",73,"GR1"
"Sandra Kilmer","Vanished Garden",142,"Gr2"
"Sandra Kilmer","Wolves Desire",55,"less 60 min"
"Sandra Kilmer","Youth Kick",179,"Gr2"
"Cameron Streep","Adaptation Holes",50,"less 60 min"
"Cameron Streep","Blues Instinct",50,"less 60 min"
"Cameron Streep","Calendar Gunfight",120,NULL
"Cameron Streep","Casualties Encino",179,"Gr2"
"Cameron Streep","Chocolate Duck",132,"Gr2"
"Cameron Streep","Coast Rainbow",55,"less 60 min"
"Cameron Streep","Connection Microcosmos",115,"GR1"
"Cameron Streep","Crow Grease",104,"GR1"
"Cameron Streep","Cupboard Sinners",56,"less 60 min"
"Cameron Streep","Doom Dancing",68,"GR1"
"Cameron Streep","Drop Waterfront",178,"Gr2"
"Cameron Streep","Elephant Trojan",126,"Gr2"
"Cameron Streep","Freedom Cleopatra",133,"Gr2"
"Cameron Streep","Haunted Antitrust",76,"GR1"
"Cameron Streep","Instinct Airport",116,"GR1"
"Cameron Streep","Legally Secretary",113,"GR1"
"Cameron Streep","Mob Duffel",105,"GR1"
"Cameron Streep","Movie Shakespeare",53,"less 60 min"
"Cameron Streep","Panic Club",102,"GR1"
"Cameron Streep","Pure Runner",121,"Gr2"
"Cameron Streep","Seven Swarm",127,"Gr2"
"Cameron Streep","Spinal Rocky",138,"Gr2"
"Cameron Streep","Splash Gump",175,"Gr2"
"Cameron Streep","West Lion",159,"Gr2"
"Kevin Bloom","American Circus",129,"Gr2"
"Kevin Bloom","Boogie Amelie",121,"Gr2"
"Kevin Bloom","Citizen Shrek",165,"Gr2"
"Kevin Bloom","Conquerer Nuts",173,"Gr2"
"Kevin Bloom","Dalmations Sweden",106,"GR1"
"Kevin Bloom","Date Speed",104,"GR1"
"Kevin Bloom","Destiny Saturday",56,"less 60 min"
"Kevin Bloom","Double Wrath",177,"Gr2"
"Kevin Bloom","Fiction Christmas",72,"GR1"
"Kevin Bloom","Hate Handicap",107,"GR1"
"Kevin Bloom","Heavenly Gun",49,"less 60 min"
"Kevin Bloom","Holes Brannigan",128,"Gr2"
"Kevin Bloom","Loverboy Attacks",162,"Gr2"
"Kevin Bloom","Massage Image",161,"Gr2"
"Kevin Bloom","Mission Zoolander",164,"Gr2"
"Kevin Bloom","Mummy Creatures",160,"Gr2"
"Kevin Bloom","Polish Brooklyn",61,"GR1"
"Kevin Bloom","Primary Glass",53,"less 60 min"
"Kevin Bloom","Sabrina Midnight",99,"GR1"
"Kevin Bloom","Sweden Shining",176,"Gr2"
"Kevin Bloom","Trouble Date",61,"GR1"
"Rip Crawford","Alabama Devil",114,"GR1"
"Rip Crawford","American Circus",129,"Gr2"
"Rip Crawford","Arabia Dogma",62,"GR1"
"Rip Crawford","Boulevard Mob",63,"GR1"
"Rip Crawford","Brannigan Sunrise",121,"Gr2"
"Rip Crawford","Bucket Brotherhood",133,"Gr2"
"Rip Crawford","Chocolat Harry",101,"GR1"
"Rip Crawford","Craft Outfield",64,"GR1"
"Rip Crawford","Cyclone Family",176,"Gr2"
"Rip Crawford","Destination Jerk",76,"GR1"
"Rip Crawford","Donnie Alley",125,"Gr2"
"Rip Crawford","Fool Mockingbird",158,"Gr2"
"Rip Crawford","Forrest Sons",63,"GR1"
"Rip Crawford","Frontier Cabin",183,"BGr3"
"Rip Crawford","Gables Metropolis",161,"Gr2"
"Rip Crawford","Guys Falcon",84,"GR1"
"Rip Crawford","Hall Cassidy",51,"less 60 min"
"Rip Crawford","Lonely Elephant",67,"GR1"
"Rip Crawford","Madison Trap",147,"Gr2"
"Rip Crawford","Massage Image",161,"Gr2"
"Rip Crawford","Oklahoma Jumanji",58,"less 60 min"
"Rip Crawford","Oscar Gold",115,"GR1"
"Rip Crawford","Pittsburgh Hunchback",134,"Gr2"
"Rip Crawford","Polish Brooklyn",61,"GR1"
"Rip Crawford","Range Moonwalker",147,"Gr2"
"Rip Crawford","Rings Heartbreakers",58,"less 60 min"
"Rip Crawford","Saints Bride",125,"Gr2"
"Rip Crawford","Saturday Lambs",150,"Gr2"
"Rip Crawford","Siege Madre",111,"GR1"
"Rip Crawford","Sorority Queen",184,"BGr3"
"Rip Crawford","Texas Watch",179,"Gr2"
"Rip Crawford","Train Bunch",71,"GR1"
"Rip Crawford","Tramp Others",171,"Gr2"
"Julia Mcqueen","Amadeus Holy",113,"GR1"
"Julia Mcqueen","Arabia Dogma",62,"GR1"
"Julia Mcqueen","Bonnie Holocaust",63,"GR1"
"Julia Mcqueen","Cider Desire",101,"GR1"
"Julia Mcqueen","Coneheads Smoochy",112,"GR1"
"Julia Mcqueen","Effect Gladiator",107,"GR1"
"Julia Mcqueen","Freddy Storm",65,"GR1"
"Julia Mcqueen","Games Bowfinger",119,"GR1"
"Julia Mcqueen","Gladiator Westward",173,"Gr2"
"Julia Mcqueen","Hanover Galaxy",47,"less 60 min"
"Julia Mcqueen","High Encino",84,"GR1"
"Julia Mcqueen","Insider Arizona",78,"GR1"
"Julia Mcqueen","Jawbreaker Brooklyn",118,"GR1"
"Julia Mcqueen","Kiss Glory",163,"Gr2"
"Julia Mcqueen","Kramer Chocolate",171,"Gr2"
"Julia Mcqueen","Lucky Flying",97,"GR1"
"Julia Mcqueen","Mockingbird Hollywood",60,NULL
"Julia Mcqueen","Monterey Labyrinth",158,"Gr2"
"Julia Mcqueen","Open African",131,"Gr2"
"Julia Mcqueen","Pilot Hoosiers",50,"less 60 min"
"Julia Mcqueen","Pittsburgh Hunchback",134,"Gr2"
"Julia Mcqueen","President Bang",144,"Gr2"
"Julia Mcqueen","Scorpion Apollo",137,"Gr2"
"Julia Mcqueen","Sleepless Monsoon",64,"GR1"
"Julia Mcqueen","Spirit Flintstones",149,"Gr2"
"Julia Mcqueen","Strangers Graffiti",119,"GR1"
"Julia Mcqueen","Sweethearts Suspects",108,"GR1"
"Julia Mcqueen","Telemark Heartbreakers",152,"Gr2"
"Julia Mcqueen","Ties Hunger",111,"GR1"
"Julia Mcqueen","Train Bunch",71,"GR1"
"Julia Mcqueen","Weekend Personal",134,"Gr2"
"Julia Mcqueen","Wonka Sea",85,"GR1"
"Julia Mcqueen","Young Language",183,"BGr3"
"Woody Hoffman","Alice Fantasia",94,"GR1"
"Woody Hoffman","Atlantis Cause",170,"Gr2"
"Woody Hoffman","Beach Heartbreakers",122,"Gr2"
"Woody Hoffman","Birch Antitrust",162,"Gr2"
"Woody Hoffman","Breaking Home",169,"Gr2"
"Woody Hoffman","Bunch Minds",63,"GR1"
"Woody Hoffman","Duck Racer",116,"GR1"
"Woody Hoffman","Durham Panky",154,"Gr2"
"Woody Hoffman","Entrapment Satisfaction",176,"Gr2"
"Woody Hoffman","Gilmore Boiled",163,"Gr2"
"Woody Hoffman","Knock Warlock",71,"GR1"
"Woody Hoffman","Lambs Cincinatti",144,"Gr2"
"Woody Hoffman","Loser Hustler",80,"GR1"
"Woody Hoffman","Maiden Home",138,"Gr2"
"Woody Hoffman","Midnight Westward",86,"GR1"
"Woody Hoffman","Moonwalker Fool",184,"BGr3"
"Woody Hoffman","Neighbors Charade",161,"Gr2"
"Woody Hoffman","None Spiking",83,"GR1"
"Woody Hoffman","Pajama Jawbreaker",126,"Gr2"
"Woody Hoffman","Pilot Hoosiers",50,"less 60 min"
"Woody Hoffman","Room Roman",60,NULL
"Woody Hoffman","Shootist Superfly",67,"GR1"
"Woody Hoffman","Shrunk Divine",139,"Gr2"
"Woody Hoffman","Snowman Rollercoaster",62,"GR1"
"Woody Hoffman","Spice Sorority",141,"Gr2"
"Woody Hoffman","Spy Mile",112,"GR1"
"Woody Hoffman","Telegraph Voyage",148,"Gr2"
"Woody Hoffman","Trap Guys",110,"GR1"
"Woody Hoffman","Wait Cider",112,"GR1"
"Woody Hoffman","Wife Turn",183,"BGr3"
"Woody Hoffman","Wyoming Storm",100,"GR1"
"Alec Wayne","Aladdin Calendar",63,"GR1"
"Alec Wayne","Blade Polish",114,"GR1"
"Alec Wayne","Bull Shawshank",125,"Gr2"
"Alec Wayne","Cabin Flash",53,"less 60 min"
"Alec Wayne","Center Dinosaur",152,"Gr2"
"Alec Wayne","Chamber Italian",117,"GR1"
"Alec Wayne","Coneheads Smoochy",112,"GR1"
"Alec Wayne","Destiny Saturday",56,"less 60 min"
"Alec Wayne","Effect Gladiator",107,"GR1"
"Alec Wayne","Encounters Curtain",92,"GR1"
"Alec Wayne","Express Lonely",178,"Gr2"
"Alec Wayne","Fiction Christmas",72,"GR1"
"Alec Wayne","Freedom Cleopatra",133,"Gr2"
"Alec Wayne","Fugitive Maguire",83,"GR1"
"Alec Wayne","Hours Rage",122,"Gr2"
"Alec Wayne","Hustler Party",83,"GR1"
"Alec Wayne","Identity Lover",119,"GR1"
"Alec Wayne","Insider Arizona",78,"GR1"
"Alec Wayne","Jeopardy Encino",102,"GR1"
"Alec Wayne","Joon Northwest",105,"GR1"
"Alec Wayne","Liberty Magnificent",138,"Gr2"
"Alec Wayne","Magic Mallrats",117,"GR1"
"Alec Wayne","Money Harold",135,"Gr2"
"Alec Wayne","Outbreak Divine",169,"Gr2"
"Alec Wayne","Reign Gentlemen",82,"GR1"
"Alec Wayne","Smoking Barbarella",50,"less 60 min"
"Alec Wayne","Summer Scarface",53,"less 60 min"
"Alec Wayne","Uptown Young",84,"GR1"
"Alec Wayne","Virgin Daisy",179,"Gr2"
"Sandra Peck","Academy Dinosaur",86,"GR1"
"Sandra Peck","Bang Kwai",87,"GR1"
"Sandra Peck","Beethoven Exorcist",151,"Gr2"
"Sandra Peck","Beverly Outlaw",85,"GR1"
"Sandra Peck","Birds Perdition",61,"GR1"
"Sandra Peck","Boondock Ballroom",76,"GR1"
"Sandra Peck","Dude Blindness",132,"Gr2"
"Sandra Peck","Dumbo Lust",119,"GR1"
"Sandra Peck","Enough Raging",158,"Gr2"
"Sandra Peck","Excitement Eve",51,"less 60 min"
"Sandra Peck","Family Sweet",155,"Gr2"
"Sandra Peck","Firehouse Vietnam",103,"GR1"
"Sandra Peck","Flash Wars",123,"Gr2"
"Sandra Peck","Gilbert Pelican",114,"GR1"
"Sandra Peck","Matrix Snowman",56,"less 60 min"
"Sandra Peck","Rings Heartbreakers",58,"less 60 min"
"Sandra Peck","Silence Kane",67,"GR1"
"Sandra Peck","Stagecoach Armageddon",112,"GR1"
"Sandra Peck","Virginian Pluto",164,"Gr2"
"Sissy Sobieski","Born Spinal",179,"Gr2"
"Sissy Sobieski","Chitty Lock",107,"GR1"
"Sissy Sobieski","Clyde Theory",139,"Gr2"
"Sissy Sobieski","Coast Rainbow",55,"less 60 min"
"Sissy Sobieski","Crazy Home",136,"Gr2"
"Sissy Sobieski","Factory Dragon",144,"Gr2"
"Sissy Sobieski","Ferris Mother",142,"Gr2"
"Sissy Sobieski","Gone Trouble",84,"GR1"
"Sissy Sobieski","Greek Everyone",176,"Gr2"
"Sissy Sobieski","Hoosiers Birdcage",176,"Gr2"
"Sissy Sobieski","Mob Duffel",105,"GR1"
"Sissy Sobieski","Open African",131,"Gr2"
"Sissy Sobieski","Prix Undefeated",115,"GR1"
"Sissy Sobieski","Rocky War",145,"Gr2"
"Sissy Sobieski","Shrunk Divine",139,"Gr2"
"Sissy Sobieski","Sky Miracle",132,"Gr2"
"Sissy Sobieski","Telemark Heartbreakers",152,"Gr2"
"Sissy Sobieski","Wisdom Worker",98,"GR1"
"Tim Hackman","Behavior Runaway",100,"GR1"
"Tim Hackman","Boiled Dares",102,"GR1"
"Tim Hackman","Bucket Brotherhood",133,"Gr2"
"Tim Hackman","Calendar Gunfight",120,NULL
"Tim Hackman","Chaplin License",146,"Gr2"
"Tim Hackman","Crusade Honey",112,"GR1"
"Tim Hackman","Cupboard Sinners",56,"less 60 min"
"Tim Hackman","Deep Crusade",51,"less 60 min"
"Tim Hackman","Feud Frogmen",98,"GR1"
"Tim Hackman","Fiddler Lost",75,"GR1"
"Tim Hackman","Harold French",168,"Gr2"
"Tim Hackman","Homeward Cider",103,"GR1"
"Tim Hackman","Hoosiers Birdcage",176,"Gr2"
"Tim Hackman","Lights Deer",174,"Gr2"
"Tim Hackman","Meet Chocolate",80,"GR1"
"Tim Hackman","Mob Duffel",105,"GR1"
"Tim Hackman","Mummy Creatures",160,"Gr2"
"Tim Hackman","Packer Madigan",84,"GR1"
"Tim Hackman","Peach Innocent",160,"Gr2"
"Tim Hackman","Pearl Destiny",74,"GR1"
"Tim Hackman","Snatchers Montezuma",74,"GR1"
"Tim Hackman","Uptown Young",84,"GR1"
"Tim Hackman","Wizard Coldblooded",75,"GR1"
"Milla Peck","Barefoot Manchurian",129,"Gr2"
"Milla Peck","Calendar Gunfight",120,NULL
"Milla Peck","Chance Resurrection",70,"GR1"
"Milla Peck","Clash Freddy",81,"GR1"
"Milla Peck","Daughter Madigan",59,"less 60 min"
"Milla Peck","Dream Pickup",135,"Gr2"
"Milla Peck","Fatal Haunted",91,"GR1"
"Milla Peck","Feathers Metal",104,"GR1"
"Milla Peck","Jacket Frisco",181,"BGr3"
"Milla Peck","Juggler Hardly",54,"less 60 min"
"Milla Peck","Midnight Westward",86,"GR1"
"Milla Peck","Necklace Outbreak",132,"Gr2"
"Milla Peck","Peach Innocent",160,"Gr2"
"Milla Peck","Prejudice Oleander",98,"GR1"
"Milla Peck","Raiders Antitrust",82,"GR1"
"Milla Peck","Robbers Joon",102,"GR1"
"Milla Peck","Rock Instinct",102,"GR1"
"Milla Peck","Rushmore Mermaid",150,"Gr2"
"Milla Peck","Seattle Expecations",110,"GR1"
"Milla Peck","Teen Apollo",74,"GR1"
"Milla Peck","Temple Attraction",71,"GR1"
"Milla Peck","Watership Frontier",112,"GR1"
"Milla Peck","Whisperer Giant",59,"less 60 min"
"Milla Peck","Wrong Behavior",178,"Gr2"
"Audrey Olivier","Atlantis Cause",170,"Gr2"
"Audrey Olivier","Boulevard Mob",63,"GR1"
"Audrey Olivier","Caper Motions",176,"Gr2"
"Audrey Olivier","Cassidy Wyoming",61,"GR1"
"Audrey Olivier","Coneheads Smoochy",112,"GR1"
"Audrey Olivier","Control Anthem",185,"BGr3"
"Audrey Olivier","Dorado Notting",139,"Gr2"
"Audrey Olivier","French Holiday",99,"GR1"
"Audrey Olivier","Gunfighter Mussolini",127,"Gr2"
"Audrey Olivier","Halloween Nuts",47,"less 60 min"
"Audrey Olivier","Human Graffiti",68,"GR1"
"Audrey Olivier","Kane Exorcist",92,"GR1"
"Audrey Olivier","Knock Warlock",71,"GR1"
"Audrey Olivier","Loathing Legally",140,"Gr2"
"Audrey Olivier","Peak Forever",80,"GR1"
"Audrey Olivier","Redemption Comforts",179,"Gr2"
"Audrey Olivier","Sense Greek",54,"less 60 min"
"Audrey Olivier","Ship Wonderland",104,"GR1"
"Audrey Olivier","Side Ark",52,"less 60 min"
"Audrey Olivier","Squad Fish",136,"Gr2"
"Audrey Olivier","Sting Personal",93,"GR1"
"Audrey Olivier","Stranger Strangers",139,"Gr2"
"Audrey Olivier","Usual Untouchables",128,"Gr2"
"Audrey Olivier","Volume House",132,"Gr2"
"Audrey Olivier","Whale Bikini",109,"GR1"
"Judy Dean","Aladdin Calendar",63,"GR1"
"Judy Dean","Arachnophobia Rollercoaster",147,"Gr2"
"Judy Dean","Ballroom Mockingbird",173,"Gr2"
"Judy Dean","Cyclone Family",176,"Gr2"
"Judy Dean","Drop Waterfront",178,"Gr2"
"Judy Dean","Gunfighter Mussolini",127,"Gr2"
"Judy Dean","Modern Dorado",74,"GR1"
"Judy Dean","Mussolini Spoilers",180,NULL
"Judy Dean","Nash Chocolat",180,NULL
"Judy Dean","Quest Mussolini",177,"Gr2"
"Judy Dean","Rings Heartbreakers",58,"less 60 min"
"Judy Dean","Rocketeer Mother",178,"Gr2"
"Judy Dean","Rugrats Shakespeare",109,"GR1"
"Judy Dean","Soldiers Evolution",185,"BGr3"
"Judy Dean","Trouble Date",61,"GR1"
"Burt Dukakis","Alien Center",46,"less 60 min"
"Burt Dukakis","Blindness Gun",103,"GR1"
"Burt Dukakis","Commandments Express",59,"less 60 min"
"Burt Dukakis","Dinosaur Secretary",63,"GR1"
"Burt Dukakis","Double Wrath",177,"Gr2"
"Burt Dukakis","Ending Crowds",85,"GR1"
"Burt Dukakis","Greek Everyone",176,"Gr2"
"Burt Dukakis","Grinch Massage",150,"Gr2"
"Burt Dukakis","Gun Bonnie",100,"GR1"
"Burt Dukakis","Guys Falcon",84,"GR1"
"Burt Dukakis","Heaven Freedom",48,"less 60 min"
"Burt Dukakis","Home Pity",185,"BGr3"
"Burt Dukakis","Homeward Cider",103,"GR1"
"Burt Dukakis","Image Princess",178,"Gr2"
"Burt Dukakis","Intolerable Intentions",63,"GR1"
"Burt Dukakis","Jerk Paycheck",172,"Gr2"
"Burt Dukakis","Kane Exorcist",92,"GR1"
"Burt Dukakis","King Evolution",184,"BGr3"
"Burt Dukakis","Menagerie Rushmore",147,"Gr2"
"Burt Dukakis","Money Harold",135,"Gr2"
"Burt Dukakis","Motions Details",166,"Gr2"
"Burt Dukakis","Random Go",73,"GR1"
"Burt Dukakis","Range Moonwalker",147,"Gr2"
"Burt Dukakis","Reap Unfaithful",136,"Gr2"
"Burt Dukakis","Right Cranes",153,"Gr2"
"Burt Dukakis","Talented Homicide",173,"Gr2"
"Burt Dukakis","Truman Crazy",92,"GR1"
"Burt Dukakis","Valentine Vanishing",48,"less 60 min"
"Burt Dukakis","Wanda Chamber",107,"GR1"
"Val Bolger","Aladdin Calendar",63,"GR1"
"Val Bolger","Alaska Phantom",136,"Gr2"
"Val Bolger","Amadeus Holy",113,"GR1"
"Val Bolger","Canyon Stock",85,"GR1"
"Val Bolger","Caper Motions",176,"Gr2"
"Val Bolger","Carrie Bunch",114,"GR1"
"Val Bolger","Chitty Lock",107,"GR1"
"Val Bolger","Dalmations Sweden",106,"GR1"
"Val Bolger","Drifter Commandments",61,"GR1"
"Val Bolger","Dude Blindness",132,"Gr2"
"Val Bolger","Elephant Trojan",126,"Gr2"
"Val Bolger","Fireball Philadelphia",148,"Gr2"
"Val Bolger","Intrigue Worst",181,"BGr3"
"Val Bolger","Jawbreaker Brooklyn",118,"GR1"
"Val Bolger","Jersey Sassy",60,NULL
"Val Bolger","Lambs Cincinatti",144,"Gr2"
"Val Bolger","Lonely Elephant",67,"GR1"
"Val Bolger","Maker Gables",136,"Gr2"
"Val Bolger","Mallrats United",133,"Gr2"
"Val Bolger","Metropolis Coma",64,"GR1"
"Val Bolger","Model Fish",175,"Gr2"
"Val Bolger","Paths Control",118,"GR1"
"Val Bolger","Patient Sister",99,"GR1"
"Val Bolger","Prejudice Oleander",98,"GR1"
"Val Bolger","Primary Glass",53,"less 60 min"
"Val Bolger","Shawshank Bubble",80,"GR1"
"Val Bolger","Stallion Sundance",130,"Gr2"
"Val Bolger","Stampede Disturbing",75,"GR1"
"Val Bolger","Stranger Strangers",139,"Gr2"
"Val Bolger","Town Ark",136,"Gr2"
"Val Bolger","United Pilot",164,"Gr2"
"Val Bolger","Watch Tracy",78,"GR1"
"Val Bolger","Wedding Apollo",70,"GR1"
"Val Bolger","Working Microcosmos",74,"GR1"
"Val Bolger","Youth Kick",179,"Gr2"
"Tom Mckellen","Analyze Hoosiers",181,"BGr3"
"Tom Mckellen","Caddyshack Jedi",52,"less 60 min"
"Tom Mckellen","Club Graffiti",65,"GR1"
"Tom Mckellen","Congeniality Quest",87,"GR1"
"Tom Mckellen","Desire Alien",76,"GR1"
"Tom Mckellen","Donnie Alley",125,"Gr2"
"Tom Mckellen","Egg Igby",67,"GR1"
"Tom Mckellen","Freedom Cleopatra",133,"Gr2"
"Tom Mckellen","Frisco Forrest",51,"less 60 min"
"Tom Mckellen","Gentlemen Stage",125,"Gr2"
"Tom Mckellen","Idaho Love",172,"Gr2"
"Tom Mckellen","Idols Snatchers",84,"GR1"
"Tom Mckellen","Indian Love",135,"Gr2"
"Tom Mckellen","Kissing Dolls",141,"Gr2"
"Tom Mckellen","Legend Jedi",59,"less 60 min"
"Tom Mckellen","Magic Mallrats",117,"GR1"
"Tom Mckellen","Mission Zoolander",164,"Gr2"
"Tom Mckellen","Necklace Outbreak",132,"Gr2"
"Tom Mckellen","Neighbors Charade",161,"Gr2"
"Tom Mckellen","Purple Movie",88,"GR1"
"Tom Mckellen","Shrunk Divine",139,"Gr2"
"Tom Mckellen","Spice Sorority",141,"Gr2"
"Tom Mckellen","Stallion Sundance",130,"Gr2"
"Tom Mckellen","Stranger Strangers",139,"Gr2"
"Tom Mckellen","Tarzan Videotape",91,"GR1"
"Goldie Brody","Bilko Anonymous",100,"GR1"
"Goldie Brody","Bingo Talented",150,"Gr2"
"Goldie Brody","Comancheros Enemy",67,"GR1"
"Goldie Brody","Daisy Menagerie",84,"GR1"
"Goldie Brody","Desert Poseidon",64,"GR1"
"Goldie Brody","Everyone Craft",163,"Gr2"
"Goldie Brody","Exorcist Sting",167,"Gr2"
"Goldie Brody","Flamingos Connecticut",80,"GR1"
"Goldie Brody","High Encino",84,"GR1"
"Goldie Brody","Holy Tadpole",88,"GR1"
"Goldie Brody","Hoosiers Birdcage",176,"Gr2"
"Goldie Brody","Inch Jet",167,"Gr2"
"Goldie Brody","Jason Trap",130,"Gr2"
"Goldie Brody","Married Go",114,"GR1"
"Goldie Brody","Mod Secretary",77,"GR1"
"Goldie Brody","Mosquito Armageddon",57,"less 60 min"
"Goldie Brody","Mummy Creatures",160,"Gr2"
"Goldie Brody","Outlaw Hanky",148,"Gr2"
"Goldie Brody","Pity Bound",60,NULL
"Goldie Brody","Pollock Deliverance",137,"Gr2"
"Goldie Brody","Pride Alamo",114,"GR1"
"Goldie Brody","Prix Undefeated",115,"GR1"
"Goldie Brody","Punk Divorce",100,"GR1"
"Goldie Brody","Robbery Bright",134,"Gr2"
"Goldie Brody","Sea Virgin",80,"GR1"
"Goldie Brody","Snatchers Montezuma",74,"GR1"
"Goldie Brody","Spirited Casualties",138,"Gr2"
"Goldie Brody","Unbreakable Karate",62,"GR1"
"Johnny Cage","Academy Dinosaur",86,"GR1"
"Johnny Cage","Alamo Videotape",126,"Gr2"
"Johnny Cage","Arabia Dogma",62,"GR1"
"Johnny Cage","Bunch Minds",63,"GR1"
"Johnny Cage","Catch Amistad",183,"BGr3"
"Johnny Cage","Clyde Theory",139,"Gr2"
"Johnny Cage","Connecticut Tramp",172,"Gr2"
"Johnny Cage","Desire Alien",76,"GR1"
"Johnny Cage","Disciple Mother",141,"Gr2"
"Johnny Cage","Flying Hook",69,"GR1"
"Johnny Cage","Graffiti Love",117,"GR1"
"Johnny Cage","Hamlet Wisdom",146,"Gr2"
"Johnny Cage","Hanging Deep",62,"GR1"
"Johnny Cage","Instinct Airport",116,"GR1"
"Johnny Cage","Intolerable Intentions",63,"GR1"
"Johnny Cage","Karate Moon",120,NULL
"Johnny Cage","Lies Treatment",147,"Gr2"
"Johnny Cage","Reign Gentlemen",82,"GR1"
"Johnny Cage","Rock Instinct",102,"GR1"
"Johnny Cage","Roots Remember",89,"GR1"
"Johnny Cage","Roxanne Rebel",171,"Gr2"
"Johnny Cage","Rushmore Mermaid",150,"Gr2"
"Johnny Cage","Simon North",51,"less 60 min"
"Johnny Cage","Spy Mile",112,"GR1"
"Johnny Cage","Superfly Trip",114,"GR1"
"Johnny Cage","Suspects Quills",47,"less 60 min"
